2022-07-27 10:47:27,912 DEBUG   MainThread:101136 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-27 10:56:07,814 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/media/images/viz_81_c0f303e52f1fb32415d5.png
2022-07-27 10:56:07,824 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/media
2022-07-27 10:56:07,824 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/media/images
2022-07-27 10:56:08,160 INFO    Thread-22 :101136 [upload_job.py:push():137] Uploaded file /tmp/tmpcjnvq35hwandb/3geh1nhc-media/images/viz_81_c0f303e52f1fb32415d5.png
2022-07-27 10:56:08,823 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:56:10,824 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:56:13,449 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:56:13,449 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:56:24,831 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:56:28,179 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:56:28,577 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:56:28,577 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:56:38,840 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:56:43,704 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:56:43,704 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:56:52,851 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:56:58,830 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:56:58,830 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:56:59,610 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:57:06,857 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:57:13,956 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:57:13,957 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:57:20,864 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:57:29,092 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:57:29,093 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:57:31,177 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:57:34,870 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:57:44,219 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:57:44,219 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:57:48,876 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:57:59,335 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:57:59,336 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:58:00,884 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:58:02,648 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:58:02,885 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:58:14,464 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:58:14,465 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:58:14,891 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:58:28,898 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:58:29,639 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:58:29,639 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:58:34,127 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:58:42,905 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:58:44,763 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:58:44,764 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:58:56,911 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:58:59,899 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:58:59,900 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:59:05,595 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:59:10,918 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:59:15,024 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:59:15,024 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:59:24,924 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:59:30,149 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:59:30,149 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:59:37,096 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:59:38,933 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:59:45,271 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:59:45,271 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:59:52,940 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:00:00,393 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:00:00,393 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:00:06,946 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:00:08,587 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:00:15,511 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:00:15,511 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:00:18,952 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:00:20,953 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:00:31,428 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:00:31,428 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:00:32,958 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:00:40,065 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:00:46,600 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:00:46,600 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:00:46,966 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:01:00,972 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:01:01,746 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:01:01,746 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:01:11,547 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:01:14,979 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:01:16,874 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:01:16,875 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:01:28,985 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:01:31,999 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:01:32,000 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:01:42,991 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:01:43,097 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:01:47,123 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:01:47,123 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:01:56,996 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:02:02,254 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:02:02,255 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:02:11,002 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:02:14,538 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:02:17,380 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:02:17,380 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:02:25,008 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:02:32,505 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:02:32,506 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:02:37,013 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:02:39,014 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:02:45,980 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:02:47,627 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:02:47,627 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:02:51,020 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:03:02,755 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:03:02,755 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:03:05,029 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:03:17,366 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:03:17,910 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:03:17,911 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:03:19,037 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:03:33,037 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:03:33,037 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:03:33,052 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:03:37,054 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:03:48,181 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:03:48,181 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:03:48,615 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: partial_history
2022-07-27 11:03:48,616 DEBUG   SenderThread:101136 [sender.py:send():235] send: files
2022-07-27 11:03:48,617 WARNING HandlerThread:101136 [handler.py:handle_request_partial_history():511] Step 28 < 81. Dropping entry: {'GAN': 1.160488486289978, 'GAN_Feat': 0.324871301651001, 'L1': 0.09571625292301178, 'D_Fake': 0.045503199100494385, 'D_real': 0.0, 'acc': nan, 'viz': {'_type': 'image-file', 'path': 'media/images/viz_81_8e2b9dbc41d4a1861a7e.png', 'sha256': '8e2b9dbc41d4a1861a7e14022304de0fd60ca229e90c77ed72a5f791865c286c', 'size': 131849, 'format': 'png', 'width': 1200, 'height': 600}, 'learning_rate_G': 0.0002, '_timestamp': 1658919828, '_runtime': 56696}.
2022-07-27 11:03:48,618 INFO    SenderThread:101136 [sender.py:_save_file():947] saving file media/images/viz_81_8e2b9dbc41d4a1861a7e.png with policy now
2022-07-27 11:03:49,156 INFO    Thread-24 :101136 [upload_job.py:push():137] Uploaded file /tmp/tmpcjnvq35hwandb/13sxv37w-media/images/viz_81_8e2b9dbc41d4a1861a7e.png
2022-07-27 11:03:49,172 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:03:49,173 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/media/images/viz_81_8e2b9dbc41d4a1861a7e.png
2022-07-27 11:03:49,173 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/media/images
2022-07-27 11:03:50,479 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:03:51,173 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:04:03,396 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:04:03,397 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:04:05,184 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:04:18,596 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:04:18,597 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:04:19,191 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:04:21,946 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:04:33,198 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:04:33,727 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:04:33,728 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:04:47,204 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:04:48,848 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:04:48,848 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:04:53,361 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:05:01,212 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:05:04,065 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:05:04,065 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:05:13,217 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:05:15,218 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:05:19,189 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:05:19,190 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:05:24,810 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:05:27,224 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:05:34,310 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:05:34,310 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:05:41,231 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:05:49,432 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:05:49,432 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:05:55,237 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:05:56,273 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:06:04,560 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:06:04,560 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:06:09,244 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:06:19,684 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:06:19,685 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:06:23,251 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:06:27,779 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:06:34,809 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:06:34,809 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:06:37,257 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:06:49,931 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:06:49,931 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:06:51,263 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:06:59,203 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:07:05,055 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:07:05,055 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:07:05,270 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:07:19,277 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:07:20,170 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:07:20,170 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:07:30,695 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:07:33,294 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:07:35,296 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:07:35,296 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:07:47,301 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:07:50,431 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:07:50,431 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:08:01,308 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 11:08:02,144 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 11:08:05,552 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 11:08:05,552 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 11:08:13,313 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
