2022-07-25 19:28:39,305 DEBUG   MainThread:41919 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-25 19:37:18,085 WARNING HandlerThread:41919 [handler.py:handle_request_partial_history():511] Step 52 < 65. Dropping entry: {'GAN': 0.8075085878372192, 'GAN_Feat': 0.2764571011066437, 'D_Fake': 0.2297910749912262, 'D_real': 0.006354495417326689, 'acc': 0.7957726716995239, 'viz': {'_type': 'image-file', 'path': 'media/images/viz_65_8a9b839aa1bba5a0cbcf.png', 'sha256': '8a9b839aa1bba5a0cbcf5a026346eeab34e94e48a394ce5cc7a991505c3cf184', 'size': 138531, 'format': 'png', 'width': 1200, 'height': 600}, 'learning_rate_G': 0.0002, '_timestamp': 1658777838, '_runtime': 34471}.
2022-07-25 19:37:18,190 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media/images/viz_65_8a9b839aa1bba5a0cbcf.png
2022-07-25 19:37:18,190 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media
2022-07-25 19:37:18,191 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media/images
2022-07-25 19:37:18,691 INFO    Thread-22 :41919 [upload_job.py:push():137] Uploaded file /tmp/tmpwidy9k73wandb/2odf8grd-media/images/viz_65_8a9b839aa1bba5a0cbcf.png
2022-07-25 19:37:19,191 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:20,661 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:37:20,661 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:37:21,192 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:35,198 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:35,802 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:37:35,802 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:37:37,025 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:37:49,205 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:50,951 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:37:50,951 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:38:03,212 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:38:06,114 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:38:06,114 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:38:08,635 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:38:17,218 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:38:21,270 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:38:21,270 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:38:29,223 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:38:31,224 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:38:36,459 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:38:36,459 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:38:40,214 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:38:43,229 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:38:51,607 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:38:51,608 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:38:57,235 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:39:06,730 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:39:06,730 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:39:11,244 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:39:11,725 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:39:21,922 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:39:21,922 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:39:25,251 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:39:37,055 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:39:37,055 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:39:39,256 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:39:43,208 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:39:52,181 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:39:52,181 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:39:53,262 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:40:07,269 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:40:07,330 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:40:07,330 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:40:14,728 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:40:21,275 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:40:22,506 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:40:22,506 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:40:33,280 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:40:35,281 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:40:37,664 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:40:37,664 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:40:46,291 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:40:47,286 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:40:52,791 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:40:52,791 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:41:01,292 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:41:07,918 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:41:07,918 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:41:15,298 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:41:17,870 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:41:23,104 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:41:23,104 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:41:29,305 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:41:38,249 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:41:38,250 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:41:43,311 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:41:49,343 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:41:53,377 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:41:53,377 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:41:57,317 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:42:08,540 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:42:08,540 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:42:11,323 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:42:20,818 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:42:23,693 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:42:23,693 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:42:25,330 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:42:38,848 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:42:38,849 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:42:39,337 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:42:51,342 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:42:52,374 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:42:53,343 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:42:53,974 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:42:53,974 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:43:05,349 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:43:09,142 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:43:09,142 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:43:19,357 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:43:23,815 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:43:24,268 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:43:24,268 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:43:33,363 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:43:39,397 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:43:39,398 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:43:47,369 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:43:54,531 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:43:54,531 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:43:55,269 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:44:01,375 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:44:09,667 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:44:09,667 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:44:15,382 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:44:24,806 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:44:24,807 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:44:26,668 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:44:29,387 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:44:39,952 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:44:39,952 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:44:41,401 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:44:47,404 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:44:55,088 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:44:55,088 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:44:58,493 DEBUG   SenderThread:41919 [sender.py:send():235] send: files
2022-07-25 19:44:58,493 INFO    SenderThread:41919 [sender.py:_save_file():947] saving file media/images/viz_65_154c3c2bcef5e20ea415.png with policy now
2022-07-25 19:44:58,495 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: partial_history
2022-07-25 19:44:58,496 WARNING HandlerThread:41919 [handler.py:handle_request_partial_history():511] Step 53 < 65. Dropping entry: {'GAN': 3.1472327709198, 'GAN_Feat': 0.2829539477825165, 'D_Fake': 0.08054830133914948, 'D_real': 0.0016989482101053, 'acc': 0.7979313731193542, 'viz': {'_type': 'image-file', 'path': 'media/images/viz_65_154c3c2bcef5e20ea415.png', 'sha256': '154c3c2bcef5e20ea415fd103e943ea41075a403776c1b0b4a92a5a947fb0416', 'size': 137318, 'format': 'png', 'width': 1200, 'height': 600}, 'learning_rate_G': 0.0002, '_timestamp': 1658778298, '_runtime': 34931}.
2022-07-25 19:44:58,581 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media/images/viz_65_154c3c2bcef5e20ea415.png
2022-07-25 19:44:58,583 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media/images
2022-07-25 19:44:59,118 INFO    Thread-24 :41919 [upload_job.py:push():137] Uploaded file /tmp/tmpwidy9k73wandb/2wzbw3ht-media/images/viz_65_154c3c2bcef5e20ea415.png
2022-07-25 19:44:59,581 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:44:59,600 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:45:01,583 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:45:10,270 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:45:10,271 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:45:15,589 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:45:25,410 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:45:25,411 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:45:29,596 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:45:31,031 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:45:40,556 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:45:40,556 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:45:43,603 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:45:55,609 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:45:55,734 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:45:55,734 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:46:02,552 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:46:10,877 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:46:10,877 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:46:11,616 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:46:23,629 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:46:25,630 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:46:26,040 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:46:26,040 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:46:34,010 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:46:37,635 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:46:41,189 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:46:41,190 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:46:51,642 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:46:56,315 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:46:56,315 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:47:05,483 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:47:05,649 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:47:11,451 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:47:11,452 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:47:19,656 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:47:26,890 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:47:26,890 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:47:33,667 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:47:36,995 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:47:42,025 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:47:42,025 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:47:47,674 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:47:57,191 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:47:57,192 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:48:01,681 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:48:08,508 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:48:12,332 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:48:12,332 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:48:15,687 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:48:27,541 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:48:27,541 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:48:27,692 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:48:29,693 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:48:40,091 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:48:41,699 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:48:42,681 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:48:42,681 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:48:55,706 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:48:57,835 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:48:57,835 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
