2022-07-23 05:17:34,680 DEBUG   MainThread:20388 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-23 05:46:33,062 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:46:40,264 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:46:40,264 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:46:42,438 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:46:55,386 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:46:55,386 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:46:56,444 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:47:04,530 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:47:10,455 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:47:10,510 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:47:10,510 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:47:24,462 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:47:25,630 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:47:25,631 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:47:35,995 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:47:38,469 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:47:40,756 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:47:40,756 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:47:52,476 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:47:55,887 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:47:55,887 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:48:06,483 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:48:07,523 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:48:11,005 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:48:11,005 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:48:20,490 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:48:26,126 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:48:26,127 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:48:32,496 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:48:34,497 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:48:38,915 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:48:41,246 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:48:41,247 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:48:46,502 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:48:56,384 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:48:56,384 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:49:00,523 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:49:06,568 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:49:11,441 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:49:11,534 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:49:11,535 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:49:16,259 DEBUG   SenderThread:20388 [sender.py:send():235] send: files
2022-07-23 05:49:16,259 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file media/images/viz_17_657d1c8ec9889af274d3.png with policy now
2022-07-23 05:49:16,260 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: partial_history
2022-07-23 05:49:16,264 DEBUG   SenderThread:20388 [sender.py:send():235] send: history
2022-07-23 05:49:16,264 DEBUG   SenderThread:20388 [sender.py:send():235] send: summary
2022-07-23 05:49:16,272 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-23 05:49:16,739 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/wandb-summary.json
2022-07-23 05:49:16,739 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images/viz_17_657d1c8ec9889af274d3.png
2022-07-23 05:49:16,739 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images
2022-07-23 05:49:16,817 INFO    Thread-28 :20388 [upload_job.py:push():137] Uploaded file /tmp/tmpjx9t74ydwandb/3va13urk-media/images/viz_17_657d1c8ec9889af274d3.png
2022-07-23 05:49:18,740 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:49:26,656 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:49:26,656 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:49:32,747 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:49:41,776 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:49:41,776 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:49:43,507 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:49:46,755 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:49:56,899 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:49:56,900 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:50:00,763 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:50:12,021 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:50:12,021 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:50:14,776 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:50:15,072 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:50:27,144 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:50:27,144 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:50:28,783 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:50:42,263 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:50:42,264 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:50:42,790 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:50:46,586 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:50:56,798 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:50:57,389 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:50:57,389 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:51:10,804 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:51:12,520 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:51:12,520 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:51:18,126 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:51:22,811 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:51:24,812 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:51:27,642 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:51:27,642 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:51:36,818 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:51:43,038 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:51:43,038 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:51:49,650 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:51:50,825 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:51:58,164 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:51:58,165 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:52:04,833 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:52:13,286 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:52:13,286 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:52:18,840 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:52:21,143 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:52:28,417 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:52:28,418 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:52:32,848 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:52:43,545 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:52:43,545 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:52:46,855 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:52:52,686 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:52:58,669 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:52:58,669 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:53:00,861 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:53:13,790 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:53:13,791 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:53:14,869 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:53:24,156 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:53:28,876 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:53:28,912 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:53:28,912 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:53:40,882 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:53:44,037 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:53:44,037 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:53:54,889 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:53:55,773 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:53:59,164 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:53:59,165 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:54:08,900 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:54:14,297 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:54:14,297 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:54:22,907 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:54:27,230 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:54:29,420 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:54:29,420 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:54:36,914 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:54:44,540 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:54:44,541 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:54:50,921 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:54:58,765 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:55:04,541 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:55:04,541 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:55:04,929 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:55:18,936 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:55:19,682 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:55:19,682 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:55:30,384 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:55:32,943 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:55:34,803 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:55:34,803 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:55:44,949 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:55:46,950 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:55:49,970 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:55:49,970 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:55:58,956 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:56:01,891 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:56:05,092 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:56:05,092 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:56:12,963 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:56:20,216 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:56:20,216 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:56:26,969 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:56:33,354 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:56:35,339 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:56:35,340 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:56:40,982 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:56:47,047 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:56:50,477 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:56:50,477 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:56:57,017 DEBUG   SenderThread:20388 [sender.py:send():235] send: files
2022-07-23 05:56:57,018 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: partial_history
2022-07-23 05:56:57,019 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file media/images/viz_18_9fec64278d859374c4ff.png with policy now
2022-07-23 05:56:57,023 DEBUG   SenderThread:20388 [sender.py:send():235] send: history
2022-07-23 05:56:57,024 DEBUG   SenderThread:20388 [sender.py:send():235] send: summary
2022-07-23 05:56:57,033 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-23 05:56:57,189 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/wandb-summary.json
2022-07-23 05:56:57,190 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images/viz_18_9fec64278d859374c4ff.png
2022-07-23 05:56:57,190 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images
2022-07-23 05:56:57,593 INFO    Thread-30 :20388 [upload_job.py:push():137] Uploaded file /tmp/tmpjx9t74ydwandb/pdi3kgg1-media/images/viz_18_9fec64278d859374c4ff.png
2022-07-23 05:56:59,190 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:57:01,191 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:57:05,599 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:57:05,599 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:57:06,500 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:57:13,198 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:57:15,199 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:57:20,722 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:57:20,723 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:57:27,205 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:57:35,847 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:57:35,847 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:57:38,028 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:57:41,213 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:57:50,968 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:57:50,968 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:57:55,220 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:58:06,086 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:58:06,087 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:58:09,228 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:58:09,629 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 05:58:21,220 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:58:21,220 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 05:58:23,235 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 05:58:36,341 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 05:58:36,341 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
